_id,ArtistName,TrackName,Popularity,Genres,danceability,energy,speechiness,instrumentalness,valence,duration_ms
6TWvz9NYcO7H9ZW0EtN09I,The Microphones,The Moon (Acoustic),28,"['alternative rock', 'anti-folk', 'indie rock', 'lo-fi', 'lo-fi indie', 'noise pop', 'olympia wa indie']",0.4404494382022472,0.1848543295096944,0.0285368384641992,0.1522842639593908,0.1684901531728665,324600
6SyiqBPoDQvrCJ7e9UwfOP,Francesco Bianconi,Il bene,17,['italian indie pop'],0.2932584269662922,0.3310323824992387,0.0088204773434797,0.1197969543147208,0.1226424924455559,258318
4xa1gzSKd6ihtVGd8dWs69,Kraftwerk,Pocket Calculator - 2009 Remaster,42,"['dusseldorf electronic', 'early synthpop', 'electro', 'new romantic', 'new wave', 'proto-techno', 'synthpop']",0.8887640449438202,0.4538625520251751,0.0484261501210653,0.7370558375634517,0.984370115661144,296800
3RoqLs6Yg8BZmPQY5V3RhQ,Colle Der Fomento,Il cielo su Roma,35,"['italian hip hop', 'italian underground hip hop', 'rap italiano old school']",0.7831460674157305,0.8264135620749162,0.0517122103078519,1.4720812182741116e-06,0.8239033031155569,288066
55q3Ro66yXWi9rsEddeEN4,Radiohead,Pyramid Song,60,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",0.0606741573033707,0.3290021317632728,0.0197163611207194,0.4101522842639594,0.050640825257893,288733
62oNfnQqObaqARM0DTibAL,Black Sabbath,N.I.B.,63,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",0.4606741573033708,0.5523297127195209,0.0705638187478381,1.614213197969543e-05,0.4279462331978743,364493
7LZgdL0MxiElfaKZbuuE4l,The Smiths,Asleep - 2011 Remaster,63,"['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",0.501123595505618,0.2467769769566541,0.009166378415773,0.5401015228426396,0.2039178910076065,253560
6n4a5O61MnE5m5XmagEJOP,Queens of the Stone Age,You Can't Quit Me Baby,42,"['alternative metal', 'alternative rock', 'blues rock', 'modern rock', 'nu metal', 'palm desert scene', 'rock', 'stoner metal', 'stoner rock']",0.2696629213483146,0.7655060399959395,0.0307851954341058,0.8852791878172588,0.5456913618839221,396747
3uutbHBkhlr02d14VkbU9D,The Brian Jonestown Massacre,Kid's Garden,15,"['alternative rock', 'bay area indie', 'chamber psych', 'neo-psychedelic', 'shoegaze']",0.4831460674157304,0.3198660034514263,0.0083016257350397,0.1238578680203045,0.0168802750859643,441493
0hDQV9X1Da5JrwhK8gu86p,Yeah Yeah Yeahs,Maps,67,"['alternative dance', 'alternative rock', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'new rave', 'rock']",0.4898876404494382,0.943152979392955,0.0826703562781044,0.3238578680203045,0.1090965926852141,219987
3xoTmAPceMAHGRFe9HKV4m,ISIDE,Paradiso,20,"['bergamo indie', 'italian indie pop', 'r&b italiano']",0.5966292134831461,0.6518119987818496,0.1034244206157039,0.3299492385786802,0.2924872355944565,215195
0CjJqkWOpIUXdem5hUcxAk,Kendrick Lamar,Momma,58,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",0.6168539325842697,0.7421581565323317,0.5209270148737462,0.0,0.5165155777847243,283120
7floNISpH8VF4z4459Qo18,XXXTENTACION,Look At Me!,81,"['emo rap', 'miami hip hop']",0.7831460674157305,0.7249010252766216,0.4465582843306814,0.0,0.3435448577680525,126346
2rk8hnBWF0zZDFIVoeE16O,Shiro SAGISU,Hedgehog's Dilemma,47,"['anime score', 'japanese soundtrack']",0.5483146067415732,0.1087199269109735,0.0105499827049463,0.7380710659898476,0.2737313743878294,167307
3ggHg86KSSKbqdMUjmsVqk,Iosonouncane,Il corpo del reato,30,"['indie folk italiano', 'italian alternative', 'italian indie pop']",0.6808988764044944,0.6538422495178154,0.2666897267381529,0.0,0.5759091382723767,358240
